职位月薪,工作地点,工作性质,工作经验,最低学历,招聘人数,职位类别,公司规模,公司性质,公司行业
6001-8000元/月,北京,全职,不限,大专,4人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,1-3年,本科,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,深圳,全职,无经验,大专,6人,证券/期货/外汇经纪人,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,广州,全职,1-3年,本科,1人,业务分析经理/主管,1000-9999人,民营,教育/培训/院校
10001-15000元/月,北京,全职,1-3年,本科,2人,数据分析师,1000-9999人,民营,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-崇文区,全职,不限,博士,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-崇文区,全职,不限,大专,10人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,助理/秘书/文员,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,4人,证券分析/金融研究,保密,保密,保密
8001-10000元/月,深圳,全职,不限,大专,3人,电话销售,100-499人,合资,基金/证券/期货/投资
5000-7000元/月,呼和浩特,全职,不限,硕士,2人,咨询顾问/咨询员,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,深圳,全职,不限,大专,4人,证券分析/金融研究,100-499人,民营,基金/证券/期货/投资
8000-15000元/月,北京,全职,不限,不限,6人,证券/投资客户经理,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,不限,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-西城区,全职,不限,本科,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
15001-20000元/月,上海-长宁区,全职,3-5年,本科,1人,数据运营,500-999人,民营,外包服务
8001-10000元/月,北京,全职,不限,中专,19人,助理/秘书/文员,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,上海,全职,1-3年,本科,1人,数据分析师,100-499人,民营,广告/会展/公关
8001-10000元/月,北京-西城区,全职,不限,大专,7人,股票/期货操盘手,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,1-3年,本科,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,行政专员/助理,500-999人,股份制企业,基金/证券/期货/投资
4001-6000元/月,南京,全职,不限,大专,10人,硬件工程师,10000人以上,上市公司,计算机软件
6001-8000元/月,北京,全职,不限,大专,7人,教育产品开发,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,本科,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,7人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,不限,不限,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-丰台区,全职,不限,不限,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,郑州,全职,1年以下,大专,7人,审计专员/助理,10000人以上,股份制企业,保险
6001-8000元/月,北京-丰台区,全职,不限,不限,8人,资产/资金管理,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,本科,9人,销售数据分析,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-大兴区,全职,不限,大专,5人,储备经理人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,5人,助理/秘书/文员,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,3人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,大专,3人,证券/期货/外汇经纪人,保密,保密,保密
6001-8000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,保密,保密,保密
10001-15000元/月,北京-东城区,全职,1年以下,本科,10人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,1年以下,本科,10人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,本科,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-大兴区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,4人,证券分析/金融研究,保密,保密,保密
10001-15000元/月,北京-西城区,全职,1年以下,硕士,2人,证券/投资项目管理,500-999人,股份制企业,基金/证券/期货/投资
6000-10000元/月,北京,全职,不限,不限,1人,SEO/SEM,100-499人,国企,媒体/出版/影视/文化传播
10001-15000元/月,北京-朝阳区,全职,1-3年,本科,7人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,3人,证券分析/金融研究,保密,保密,保密
30001-50000元/月,北京,全职,3-5年,本科,1人,数据库开发工程师,1000-9999人,民营,互联网/电子商务
8001-10000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,本科,1人,数据分析师,1000-9999人,国企,广告/会展/公关
8000-15000元/月,北京,全职,不限,不限,7人,投资/理财服务,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,无经验,大专,6人,储备经理人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-石景山区,全职,不限,大专,5人,融资专员/助理,500-999人,股份制企业,基金/证券/期货/投资
8000-15000元/月,北京,全职,不限,不限,6人,投资/理财服务,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,3人,证券分析/金融研究,保密,保密,保密
8001-10000元/月,北京-海淀区,全职,不限,大专,3人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8000-15000元/月,北京,全职,不限,不限,6人,资产评估,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-宣武区,全职,不限,本科,5人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,助理/秘书/文员,500-999人,股份制企业,基金/证券/期货/投资
8000-15000元/月,北京-海淀区,全职,不限,不限,6人,投资/理财服务,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,10人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
4001-6000元/月,天津,全职,不限,不限,2人,数据分析师,100-499人,民营,IT服务(系统/数据/维护)
6001-8000元/月,深圳,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,民营,基金/证券/期货/投资
8000-15000元/月,北京,全职,不限,不限,6人,证券/投资项目管理,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,深圳,全职,无经验,大专,8人,证券/期货/外汇经纪人,100-499人,合资,基金/证券/期货/投资
3500-5500元/月,沈阳,全职,不限,大专,5人,数据库管理员,10000人以上,上市公司,计算机软件
6001-8000元/月,深圳,全职,不限,大专,10人,数据运营,100-499人,民营,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,无经验,本科,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-崇文区,全职,1-3年,本科,10人,投资银行财务分析,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,3-5年,大专,2人,买手,20-99人,股份制企业,基金/证券/期货/投资
6000-12000元/月,北京,全职,不限,大专,5人,行政专员/助理,500-999人,股份制企业,基金/证券/期货/投资
6000-12000元/月,北京-东城区,全职,不限,不限,6人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8000-15000元/月,北京-朝阳区,全职,不限,不限,6人,金融/经济研究员,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,本科,1人,数据分析师,100-499人,上市公司,房地产/建筑/建材/工程
4001-6000元/月,天津,全职,不限,不限,2人,系统分析员,100-499人,民营,互联网/电子商务
6001-8000元/月,深圳,全职,无经验,大专,7人,证券/期货/外汇经纪人,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,南京,全职,1年以下,大专,5人,资产评估,100-499人,民营,基金/证券/期货/投资
6001-8000元/月,北京,全职,无经验,大专,5人,储备经理人,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,6人,数据分析师,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-大兴区,全职,不限,大专,5人,市场调研与分析,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-丰台区,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-通州区,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,投资银行财务分析,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,本科,6人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
4001-6000元/月,天津,全职,不限,不限,1人,业务分析专员/助理,100-499人,股份制企业,互联网/电子商务
8001-10000元/月,北京-丰台区,全职,不限,大专,10人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,深圳,全职,无经验,大专,5人,证券/期货/外汇经纪人,100-499人,合资,基金/证券/期货/投资
6000-12000元/月,北京-东城区,全职,不限,不限,1人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
4001-6000元/月,西安,全职,不限,大专,2人,通信技术工程师,20-99人,民营,通信/电信运营、增值服务
10001-15000元/月,北京,全职,1-3年,大专,4人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,广州,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,1年以下,本科,6人,投资银行财务分析,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,深圳,全职,无经验,大专,8人,金融/经济研究员,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,北京-大兴区,全职,不限,不限,3人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-大兴区,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-东城区,全职,不限,大专,2人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,上海,全职,3-5年,大专,1人,数据库开发工程师,1000-9999人,民营,物流/仓储
4001-6000元/月,西安,全职,1年以下,大专,4人,数据分析师,1000-9999人,上市公司,计算机软件
8001-10000元/月,北京-丰台区,全职,不限,不限,8人,外汇交易,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,广州,全职,3-5年,本科,1人,数据分析师,100-499人,股份制企业,IT服务(系统/数据/维护)
6001-8000元/月,郑州,全职,不限,大专,5人,销售数据分析,10000人以上,股份制企业,保险
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
4001-6000元/月,长沙,全职,不限,大专,6人,数据库开发工程师,100-499人,合资,计算机软件
6001-8000元/月,北京-东城区,全职,不限,大专,5人,数据分析师,500-999人,股份制企业,互联网/电子商务
8001-10000元/月,北京-西城区,全职,不限,大专,10人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
