职位月薪,工作地点,工作性质,工作经验,最低学历,招聘人数,职位类别,公司规模,公司性质,公司行业
25000-50000元/月,北京,全职,1-3年,大专,1人,外汇交易,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,售前/售后技术支持管理,500-999人,合资,基金/证券/期货/投资
15000-30000元/月,北京,全职,1-3年,大专,1人,人力资源主管,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,发动机/总装工程师,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,会计/会计师,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,仪器/仪表/计量工程师,500-999人,合资,基金/证券/期货/投资
15000-30000元/月,北京,全职,1-3年,大专,1人,新媒体运营,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,项目经理/主管,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,产品经理,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,IT项目总监,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,平面设计总监,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,淘宝/微信运营专员/主管,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,设计管理人员,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,互联网产品经理/主管,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,教学/教务管理人员,500-999人,合资,基金/证券/期货/投资
15000-30000元/月,北京,全职,1-3年,大专,1人,生产项目工程师,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,物流经理/主管,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,平面设计经理/主管,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,采购经理/主管,500-999人,合资,基金/证券/期货/投资
20000-40000元/月,北京,全职,1-3年,大专,1人,系统测试,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,咨询总监,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,1人,校长/副校长,500-999人,合资,基金/证券/期货/投资
15000-30000元/月,北京,全职,1-3年,大专,1人,医药代表,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,项目经理/项目主管,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,股票/期货操盘手,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,培训/招生/课程顾问,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,销售行政经理/主管,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,房地产项目策划经理/主管,500-999人,合资,基金/证券/期货/投资
15000-30000元/月,北京,全职,1-3年,大专,1人,薪酬福利经理/主管,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,建筑设计师,500-999人,合资,基金/证券/期货/投资
25000-50000元/月,北京,全职,1-3年,大专,1人,副总裁/副总经理,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,1人,IT项目经理/主管,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,税务经理/主管,500-999人,合资,基金/证券/期货/投资
4001-6000元/月,南京,全职,不限,中专,5人,数据分析师,500-999人,上市公司,计算机软件
4000-7000元/月,合肥-蜀山区,全职,不限,不限,1人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
4001-6000元/月,深圳,全职,1-3年,中专,1人,网络/在线客服,100-499人,民营,互联网/电子商务
4001-6000元/月,青岛-市南区,全职,不限,本科,10人,新媒体运营,1000-9999人,股份制企业,教育/培训/院校
4001-6000元/月,北京-朝阳区,全职,1-3年,大专,1人,数据分析师,100-499人,民营,IT服务(系统/数据/维护)
8001-10000元/月,烟台-芝罘区,全职,不限,大专,5人,数据分析师,10000人以上,国企,保险
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,生产主管/督导/组长,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,1人,项目经理/项目主管,500-999人,合资,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,10人,招聘专员/助理,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,深圳,全职,不限,大专,5人,股票/期货操盘手,100-499人,合资,基金/证券/期货/投资
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,金融产品销售,500-999人,合资,基金/证券/期货/投资
4001-6000元/月,兰州,全职,不限,不限,1人,数据分析师,1000-9999人,上市公司,计算机软件
6001-8000元/月,广州,全职,不限,不限,2人,IT项目执行/协调人员,100-499人,民营,计算机软件
4000-6000元/月,深圳,全职,1-3年,不限,1人,网络/在线客服,100-499人,民营,互联网/电子商务
6001-8000元/月,北京,全职,不限,本科,6人,助理/秘书/文员,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,10人,行政专员/助理,100-499人,股份制企业,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,1人,环境/健康/安全工程师,500-999人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,大专,8人,销售总监,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,深圳,全职,不限,大专,5人,风险管理/控制/稽查,100-499人,合资,基金/证券/期货/投资
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,医药项目管理,500-999人,合资,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,不限,不限,10人,证券分析/金融研究,保密,保密,保密
15001-20000元/月,北京-东城区,全职,不限,不限,3人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,上海-虹口区,全职,3-5年,本科,2人,数据库管理员,100-499人,民营,IT服务(系统/数据/维护)
8001-10000元/月,深圳,全职,不限,大专,5人,数据分析师,100-499人,民营,基金/证券/期货/投资
30001-50000元/月,天津,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
6001-8000元/月,深圳,全职,不限,大专,8人,数据分析师,100-499人,民营,基金/证券/期货/投资
8000-15000元/月,北京-朝阳区,全职,不限,不限,50人,证券/期货/外汇经纪人,保密,保密,保密
3500-6000元/月,合肥-蜀山区,全职,不限,不限,10人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
4000-7000元/月,合肥-蜀山区,全职,不限,不限,10人,电话销售,1000-9999人,上市公司,通信/电信运营、增值服务
8001-10000元/月,北京-通州区,全职,1-3年,大专,10人,数据分析师,100-499人,股份制企业,基金/证券/期货/投资
3500-4500元/月,合肥,全职,不限,大专,10人,客户服务专员/助理,1000-9999人,民营,银行
6001-8000元/月,北京-海淀区,全职,不限,本科,20人,实习生,保密,保密,保密
3000-5000元/月,武汉-武昌区,全职,不限,大专,5人,SEO/SEM,100-499人,民营,IT服务(系统/数据/维护)
30001-50000元/月,北京,全职,1-3年,大专,1人,股票/期货操盘手,500-999人,合资,基金/证券/期货/投资
4001-6000元/月,苏州,全职,不限,本科,1人,数据分析师,100-499人,合资,互联网/电子商务
10000-20000元/月,北京,全职,3-5年,硕士,1人,数据分析师,500-999人,民营,IT服务(系统/数据/维护)
2500-3000元/月,西安,全职,不限,大专,6人,数据分析师,20-99人,民营,互联网/电子商务
8001-10000元/月,深圳,全职,不限,中专,8人,股票/期货操盘手,100-499人,股份制企业,基金/证券/期货/投资
3000-6000元/月,青岛,全职,不限,大专,5人,新媒体运营,1000-9999人,股份制企业,教育/培训/院校
4000-7000元/月,合肥,全职,不限,不限,20人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
4001-6000元/月,廊坊-燕郊开发区,全职,1-3年,大专,1人,数据分析师,100-499人,民营,专业服务/咨询(财会/法律/人力资源等)
1000元/月以下,北京,全职,1-3年,大专,8人,资产/资金管理,500-999人,股份制企业,基金/证券/期货/投资
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,汽车售后服务/客户服务,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,廊坊,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
3000-6000元/月,合肥-蜀山区,全职,不限,大专,10人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
4001-6000元/月,福州-鼓楼区,全职,1-3年,本科,2人,数据分析师,10000人以上,股份制企业,零售/批发
4000-8000元/月,广州-天河区,全职,不限,中专,20人,客户服务专员/助理,100-499人,股份制企业,通信/电信运营、增值服务
8000-15000元/月,北京-西城区,全职,不限,不限,1人,股票/期货操盘手,保密,保密,保密
8001-10000元/月,北京-平谷区,全职,不限,不限,20人,证券/期货/外汇经纪人,保密,保密,保密
4001-6000元/月,太原,全职,不限,大专,5人,数据库开发工程师,100-499人,股份制企业,计算机软件
10001-15000元/月,上海,全职,1-3年,硕士,1人,数据分析师,100-499人,民营,计算机软件
10000-20000元/月,北京,全职,3-5年,本科,1人,数据分析师,1000-9999人,外商独资,互联网/电子商务
6000-9000元/月,北京,全职,不限,本科,1人,电子商务专员/助理,100-499人,股份制企业,通信/电信运营、增值服务
4001-6000元/月,西安-未央区,全职,不限,硕士,1人,数据分析师,100-499人,国企,基金/证券/期货/投资
4500-6500元/月,北京,全职,1-3年,本科,10人,项目专员/助理,100-499人,民营,互联网/电子商务
3500-4500元/月,合肥,全职,不限,大专,10人,客户服务专员/助理,1000-9999人,民营,银行
10001-15000元/月,上海-浦东新区,全职,不限,不限,1人,软件工程师,500-999人,民营,计算机软件
6001-8000元/月,福州,全职,3-5年,大专,1人,数据分析师,10000人以上,股份制企业,零售/批发
30001-50000元/月,北京,全职,1-3年,大专,1人,外汇交易,500-999人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,3人,投资银行财务分析,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,深圳,全职,不限,大专,6人,保险电销,100-499人,民营,基金/证券/期货/投资
10001-15000元/月,北京-大兴区,全职,3-5年,本科,1人,数据分析师,100-499人,外商独资,医药/生物工程
8001-10000元/月,广州,全职,1-3年,本科,4人,客户服务经理,1000-9999人,国企,互联网/电子商务
4001-6000元/月,兰州,全职,不限,不限,1人,数据分析师,1000-9999人,上市公司,计算机软件
15000-30000元/月,北京-海淀区,全职,不限,硕士,1人,数据分析师,100-499人,股份制企业,IT服务(系统/数据/维护)
20000-35000元/月,上海-浦东新区,全职,不限,本科,2人,互联网产品经理/主管,100-499人,股份制企业,IT服务(系统/数据/维护)
10000-20000元/月,上海-浦东新区,全职,不限,本科,1人,互联网产品经理/主管,100-499人,股份制企业,IT服务(系统/数据/维护)
10000-20000元/月,上海-浦东新区,全职,不限,本科,1人,视觉设计,100-499人,股份制企业,IT服务(系统/数据/维护)
6001-8000元/月,北京,全职,1年以下,大专,7人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
2001-4000元/月,长沙-芙蓉区,全职,不限,大专,1人,数据分析师,100-499人,外商独资,快速消费品（食品/饮料/烟酒/日化）
30001-50000元/月,北京,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,项目招投标,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,2人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,不限,3人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,8人,资产/资金管理,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,不限,20人,实习生,保密,保密,保密
8001-10000元/月,北京-崇文区,全职,不限,不限,10人,金融/经济研究员,100-499人,股份制企业,基金/证券/期货/投资
15001-20000元/月,北京-崇文区,全职,不限,本科,3人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,广州,全职,3-5年,本科,3人,需求工程师,1000-9999人,国企,互联网/电子商务
8000-12000元/月,北京-丰台区,实习,不限,不限,20人,证券/期货/外汇经纪人,保密,保密,保密
10001-15000元/月,深圳,全职,不限,大专,8人,股票/期货操盘手,100-499人,民营,基金/证券/期货/投资
6000-9000元/月,上海-普陀区,全职,不限,不限,1人,数据分析师,100-499人,民营,专业服务/咨询(财会/法律/人力资源等)
4000-6000元/月,武汉,全职,不限,不限,6人,图书管理员,500-999人,民营,计算机软件
8000-15000元/月,北京-石景山区,全职,不限,不限,1人,证券/期货/外汇经纪人,保密,保密,保密
4000-7000元/月,合肥-蜀山区,全职,不限,不限,20人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,成本会计,500-999人,合资,基金/证券/期货/投资
5000-8000元/月,合肥,全职,不限,不限,10人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
6001-8000元/月,合肥,全职,不限,大专,20人,客户服务专员/助理,1000-9999人,民营,银行
6001-8000元/月,北京-东城区,全职,不限,中专,4人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,广州,全职,1-3年,硕士,1人,医药学术推广,100-499人,民营,医药/生物工程
6001-8000元/月,南京,全职,1-3年,本科,3人,数据分析师,500-999人,国企,通信/电信运营、增值服务
7000-9000元/月,北京,全职,1-3年,本科,1人,数据分析师,500-999人,外商独资,医药/生物工程
10001-15000元/月,北京-海淀区,全职,不限,不限,50人,证券/期货/外汇经纪人,保密,保密,保密
4001-6000元/月,厦门,全职,1-3年,大专,1人,数据分析师,100-499人,合资,互联网/电子商务
15001-20000元/月,北京,全职,3-5年,本科,1人,数据分析师,500-999人,合资,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,北京-朝阳区,全职,不限,大专,6人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
4001-6000元/月,合肥,全职,不限,中专,1人,客户服务专员/助理,1000-9999人,民营,银行
4001-6000元/月,深圳,全职,1-3年,中专,3人,网络/在线客服,100-499人,民营,互联网/电子商务
8000-10000元/月,上海,全职,不限,本科,1人,数据分析师,1000-9999人,民营,零售/批发
7000-12000元/月,北京-海淀区,全职,3-5年,本科,1人,数据分析师,1000-9999人,外商独资,互联网/电子商务
15001-20000元/月,北京-海淀区,全职,3-5年,本科,5人,数据分析师,1000-9999人,股份制企业,教育/培训/院校
6001-8000元/月,烟台-招远市,全职,3-5年,本科,5人,数据分析师,100-499人,国企,基金/证券/期货/投资
6001-8000元/月,济南-历下区,全职,1-3年,大专,4人,证券/期货/外汇经纪人,20-99人,合资,基金/证券/期货/投资
面议,成都,全职,1-3年,硕士,1人,数据分析师,1000-9999人,上市公司,医药/生物工程
3500-5500元/月,成都-双流区,全职,不限,不限,1人,其他,1000-9999人,外商独资,电子技术/半导体/集成电路
4001-6000元/月,烟台-招远市,全职,1-3年,硕士,1人,数据分析师,100-499人,国企,基金/证券/期货/投资
6001-8000元/月,西安,全职,不限,大专,1人,证券/期货/外汇经纪人,500-999人,外商独资,基金/证券/期货/投资
8001-10000元/月,深圳,全职,不限,不限,1人,数据分析师,10000人以上,上市公司,耐用消费品（服饰/纺织/皮革/家具/家电）
6001-8000元/月,合肥-经济技术开发区,全职,不限,不限,20人,客户服务专员/助理,500-999人,民营,互联网/电子商务
6001-8000元/月,北京,全职,不限,本科,1人,活动执行,20-99人,民营,互联网/电子商务
6000-12000元/月,北京,全职,不限,大专,1人,数据分析师,500-999人,合资,房地产/建筑/建材/工程
5000-8000元/月,合肥,全职,不限,不限,10人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
4001-6000元/月,苏州,全职,不限,不限,1人,数据分析师,100-499人,合资,互联网/电子商务
4001-6000元/月,合肥,全职,不限,中专,5人,呼叫中心客服,1000-9999人,上市公司,通信/电信运营、增值服务
6001-8000元/月,北京,全职,不限,不限,10人,销售代表,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,西安,全职,不限,不限,1人,证券/期货/外汇经纪人,500-999人,外商独资,基金/证券/期货/投资
6001-8000元/月,合肥-蜀山区,全职,不限,不限,20人,银行客户服务,100-499人,民营,通信/电信运营、增值服务
10001-15000元/月,上海-黄浦区,全职,1-3年,本科,1人,数据分析师,100-499人,外商独资,计算机软件
8001-10000元/月,广州,全职,不限,不限,1人,数据分析师,10000人以上,上市公司,耐用消费品（服饰/纺织/皮革/家具/家电）
4001-6000元/月,西安,全职,不限,不限,10人,证券/期货/外汇经纪人,500-999人,外商独资,基金/证券/期货/投资
10001-15000元/月,上海-黄浦区,全职,3-5年,本科,1人,数据分析师,100-499人,外商独资,计算机软件
4000-6000元/月,成都,全职,1-3年,本科,1人,媒介策划/管理,100-499人,民营,广告/会展/公关
6001-8000元/月,合肥-经济技术开发区,全职,不限,不限,15人,客户服务专员/助理,100-499人,民营,通信/电信运营、增值服务
8001-10000元/月,济南,全职,不限,大专,2人,金融产品经理,20-99人,合资,基金/证券/期货/投资
8001-10000元/月,合肥,全职,不限,不限,10人,银行卡/电子银行业务推广,1000-9999人,上市公司,通信/电信运营、增值服务
4001-6000元/月,大庆,全职,不限,不限,1人,数据分析师,20-99人,民营,互联网/电子商务
12000-18000元/月,广州,全职,3-5年,本科,1人,数据分析师,1000-9999人,民营,专业服务/咨询(财会/法律/人力资源等)
5000-8000元/月,合肥-经济技术开发区,全职,不限,不限,15人,呼叫中心客服,100-499人,民营,互联网/电子商务
4000-8000元/月,北京-朝阳区,全职,不限,本科,1人,数据分析师,20-99人,股份制企业,专业服务/咨询(财会/法律/人力资源等)
8001-10000元/月,成都-高新区,全职,不限,不限,10人,销售经理,20-99人,民营,计算机软件
2001-4000元/月,福州,全职,不限,大专,1人,数据分析师,500-999人,股份制企业,中介服务
4000-8000元/月,合肥-滨湖新区,全职,不限,中技,10人,客户服务专员/助理,1000-9999人,上市公司,外包服务
1500-2000元/月,上海,实习,无经验,本科,1人,数据分析师,100-499人,外商独资,专业服务/咨询(财会/法律/人力资源等)
10001-15000元/月,郑州-金水区,全职,3-5年,大专,5人,数据分析师,10000人以上,股份制企业,保险
20001-30000元/月,郑州-金水区,全职,3-5年,大专,5人,数据分析师,10000人以上,股份制企业,保险
8001-10000元/月,东莞,全职,不限,不限,1人,数据分析师,10000人以上,上市公司,耐用消费品（服饰/纺织/皮革/家具/家电）
4000-8000元/月,合肥-蜀山区,全职,不限,不限,1人,客户服务专员/助理,1000-9999人,上市公司,通信/电信运营、增值服务
15001-20000元/月,北京,全职,不限,大专,1人,数据分析师,100-499人,合资,互联网/电子商务
10001-15000元/月,北京,全职,3-5年,大专,5人,金融/经济研究员,100-499人,合资,基金/证券/期货/投资
4001-6000元/月,合肥-滨湖新区,全职,不限,中专,10人,客户服务专员/助理,1000-9999人,民营,银行
4000-7000元/月,广州,全职,不限,本科,1人,数据分析师,100-499人,外商独资,房地产/建筑/建材/工程
30001-50000元/月,北京,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,1人,股票/期货操盘手,500-999人,合资,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,5人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
面议,上海-徐汇区,全职,1-3年,本科,1人,数据分析师,500-999人,合资,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,郑州,全职,1-3年,大专,4人,市场专员/助理,10000人以上,上市公司,基金/证券/期货/投资
10001-15000元/月,郑州,全职,1-3年,大专,3人,市场经理,1000-9999人,股份制企业,保险
8001-10000元/月,北京,全职,5-10年,本科,2人,数据分析师,100-499人,合资,专业服务/咨询(财会/法律/人力资源等)
30001-50000元/月,北京,全职,1-3年,大专,1人,股票/期货操盘手,500-999人,合资,基金/证券/期货/投资
8001-10000元/月,深圳,全职,不限,大专,10人,数据分析师,100-499人,民营,基金/证券/期货/投资
10000-18000元/月,深圳-南山区,全职,3-5年,本科,1人,数据分析师,1000-9999人,合资,基金/证券/期货/投资
4001-6000元/月,兰州,全职,不限,不限,1人,数据分析师,1000-9999人,上市公司,计算机软件
6001-8000元/月,郑州,全职,不限,大专,4人,市场专员/助理,10000人以上,股份制企业,保险
4001-6000元/月,郑州,全职,不限,不限,4人,业务拓展专员/助理,10000人以上,股份制企业,保险
6001-8000元/月,郑州,全职,不限,大专,3人,市场专员/助理,10000人以上,股份制企业,保险
6001-8000元/月,北京,全职,不限,不限,6人,数据分析师,100-499人,合资,基金/证券/期货/投资
8001-10000元/月,郑州,全职,不限,大专,2人,业务拓展专员/助理,1000-9999人,股份制企业,保险
6001-8000元/月,郑州,全职,不限,大专,4人,市场专员/助理,10000人以上,上市公司,基金/证券/期货/投资
4000-7000元/月,武汉,全职,不限,大专,6人,招聘专员/助理,500-999人,民营,计算机软件
6001-8000元/月,郑州-金水区,全职,不限,大专,5人,市场专员/助理,10000人以上,上市公司,基金/证券/期货/投资
面议,北京,全职,1-3年,本科,若干,数据分析师,20-99人,外商独资,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,郑州-金水区,全职,不限,大专,4人,市场专员/助理,10000人以上,上市公司,基金/证券/期货/投资
6001-8000元/月,郑州-金水区,全职,不限,大专,3人,市场专员/助理,10000人以上,上市公司,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,4人,市场专员/助理,100-499人,股份制企业,基金/证券/期货/投资
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,金融/经济研究员,500-999人,合资,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,10人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,10人,行政专员/助理,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,8人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,10人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,8人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,中专,4人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
30001-50000元/月,北京,全职,1-3年,大专,1人,证券/期货/外汇经纪人,500-999人,合资,基金/证券/期货/投资
30001-50000元/月,北京-朝阳区,全职,1-3年,大专,1人,储备经理人,500-999人,合资,基金/证券/期货/投资
4001-6000元/月,合肥-经济技术开发区,全职,不限,不限,50人,客户服务专员/助理,500-999人,民营,互联网/电子商务
6001-8000元/月,成都,全职,不限,大专,30人,销售代表,20-99人,民营,教育/培训/院校
6001-8000元/月,成都,全职,不限,中专,10人,客户代表,20-99人,民营,教育/培训/院校
8001-10000元/月,合肥-高新区,全职,不限,不限,15人,银行客户服务,100-499人,民营,通信/电信运营、增值服务
5000-7000元/月,北京,全职,1-3年,不限,1人,教学/教务管理人员,20-99人,民营,互联网/电子商务
4001-6000元/月,北京,全职,1-3年,本科,1人,数据分析师,100-499人,民营,互联网/电子商务
4001-6000元/月,哈尔滨,全职,不限,不限,1人,数据分析师,20-99人,民营,互联网/电子商务
8001-10000元/月,合肥-蜀山区,全职,不限,不限,20人,银行客户服务,500-999人,合资,互联网/电子商务
10001-15000元/月,郑州,全职,3-5年,本科,3人,其他,100-499人,股份制企业,互联网/电子商务
6001-8000元/月,上海-浦东新区,全职,不限,大专,10人,数据分析师,500-999人,上市公司,保险
10001-15000元/月,福州,全职,不限,本科,3人,数据分析师,,,
8001-10000元/月,合肥-滨湖新区,全职,不限,不限,20人,银行客户服务,100-499人,民营,通信/电信运营、增值服务
6001-8000元/月,广州-番禺区,全职,1-3年,大专,2人,数据分析师,100-499人,民营,互联网/电子商务
8001-10000元/月,北京,全职,不限,不限,1人,培训/招生/课程顾问,20-99人,民营,互联网/电子商务
6001-8000元/月,上海,全职,1-3年,不限,1人,培训/招生/课程顾问,20-99人,民营,互联网/电子商务
6000-10000元/月,北京,全职,1-3年,本科,2人,金融产品经理,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
10000-20000元/月,北京-朝阳区,全职,1-3年,本科,2人,软件工程师,20人以下,民营,基金/证券/期货/投资
4001-6000元/月,武汉-洪山区,全职,不限,不限,1人,数据分析师,20-99人,民营,教育/培训/院校
15001-20000元/月,成都,全职,5-10年,本科,1人,数据分析师,20-99人,外商独资,物业管理/商业中心
4001-6000元/月,石家庄,全职,不限,大专,5人,数据分析师,100-499人,股份制企业,银行
3000-5000元/月,济南,全职,3-5年,本科,1人,数据分析师,500-999人,股份制企业,物流/仓储
6001-8000元/月,苏州,全职,不限,本科,10人,数据分析师,20-99人,国企,专业服务/咨询(财会/法律/人力资源等)
1000元/月以下,西安,全职,1-3年,大专,2人,融资专员/助理,500-999人,外商独资,基金/证券/期货/投资
6001-8000元/月,合肥-滨湖新区,全职,不限,中专,10人,网络/在线客服,20-99人,民营,基金/证券/期货/投资
4001-6000元/月,新乡,全职,不限,本科,1人,环境监测工程师,100-499人,股份制企业,环保
2001-4000元/月,西安,全职,不限,中技,10人,客户咨询热线/呼叫中心人员,500-999人,股份制企业,通信/电信运营、增值服务
4001-6000元/月,上海,全职,不限,不限,5人,数据分析师,100-499人,民营,医疗设备/器械
6001-8000元/月,西安,全职,不限,不限,1人,证券/期货/外汇经纪人,500-999人,外商独资,基金/证券/期货/投资
8001-10000元/月,烟台-芝罘区,全职,不限,大专,12人,船员/水手,100-499人,民营,基金/证券/期货/投资
4001-6000元/月,郑州-金水区,全职,不限,本科,3人,业务拓展专员/助理,100-499人,民营,互联网/电子商务
3500-5000元/月,广州,全职,不限,不限,10人,客户咨询热线/呼叫中心人员,500-999人,民营,IT服务(系统/数据/维护)
6001-8000元/月,郑州,全职,1-3年,本科,1人,数据分析师,20-99人,民营,房地产/建筑/建材/工程
2001-4000元/月,西安,全职,不限,中技,15人,呼叫中心客服,500-999人,股份制企业,通信/电信运营、增值服务
15000-25000元/月,北京-海淀区,全职,3-5年,本科,1人,软件测试,20-99人,民营,基金/证券/期货/投资
3000-5000元/月,南京-鼓楼区,全职,不限,大专,3人,数据分析师,1000-9999人,上市公司,互联网/电子商务
10000-20000元/月,深圳,全职,1-3年,本科,6人,数据库管理员,100-499人,民营,加工制造（原料加工/模具）
5000-8000元/月,广州,全职,1-3年,本科,1人,数据分析师,100-499人,民营,房地产/建筑/建材/工程
6001-8000元/月,合肥-政务文化新区,全职,不限,不限,32人,客户服务专员/助理,100-499人,民营,互联网/电子商务
4001-6000元/月,深圳,全职,不限,中技,5人,销售代表,20人以下,民营,教育/培训/院校
4001-6000元/月,郑州,全职,不限,不限,5人,数据分析师,100-499人,民营,医疗设备/器械
10001-15000元/月,烟台-芝罘区,全职,1-3年,大专,1人,数据分析师,20-99人,民营,教育/培训/院校
3000-6000元/月,南昌,全职,不限,大专,30人,呼叫中心客服,500-999人,其它,其他
